# Bend, Stretch, theta1, theta1_predicted, error1, theta2, theta2_predicted, error2
20.41,4.64,11.62,12.61,0.99,13.63,15.15,1.52
18.42,4.64,11.25,13.50,2.25,13.08,13.55,0.46
16.66,4.64,11.17,15.02,3.85,12.87,10.85,2.02
10.81,4.45,11.02,11.41,0.39,12.41,12.54,0.12
9.03,4.45,10.92,11.01,0.08,12.11,12.57,0.46
7.66,4.45,10.84,11.35,0.51,11.86,12.34,0.48
3.31,4.42,10.78,13.95,3.17,11.63,11.02,0.61
2.42,4.42,10.88,13.75,2.87,11.01,10.97,0.04
1.33,4.42,10.95,13.50,2.56,10.81,10.91,0.10
0.33,4.42,10.98,13.27,2.29,10.71,10.85,0.15
-1.20,4.42,11.09,12.92,1.83,10.51,10.77,0.26
-3.30,4.19,11.17,12.34,1.18,10.44,10.57,0.13
-4.05,4.19,11.21,12.23,1.02,10.40,10.54,0.13
-4.64,4.19,11.37,12.37,1.00,10.31,10.53,0.22
-6.28,4.12,11.37,12.99,1.62,10.37,10.49,0.12
-6.00,4.12,11.45,12.86,1.41,10.25,10.50,0.25
-6.67,4.12,11.48,13.18,1.71,10.23,10.49,0.27
-6.42,4.28,11.48,13.23,1.75,10.18,10.55,0.38
-6.83,4.28,11.43,13.37,1.94,10.22,10.59,0.37
-6.64,4.33,11.40,13.30,1.91,10.20,10.63,0.43
-5.97,4.33,11.30,13.07,1.76,10.42,10.57,0.16
-5.97,4.52,11.37,13.10,1.73,10.47,10.80,0.34
-5.33,4.52,11.38,12.88,1.50,10.60,10.74,0.14
-4.89,4.52,11.46,12.74,1.28,10.61,10.69,0.08
-4.92,4.62,11.44,12.77,1.33,10.67,10.84,0.17
-4.69,4.62,11.46,12.69,1.23,10.67,10.81,0.14
-4.45,4.64,11.50,12.62,1.12,10.67,10.81,0.14
-4.41,4.64,11.63,12.60,0.97,10.77,10.80,0.03
-3.91,4.66,11.78,12.66,0.88,10.74,10.79,0.05
-3.97,4.66,11.95,12.65,0.70,10.92,10.80,0.13
-4.20,4.66,12.07,12.63,0.55,10.98,10.81,0.16
-2.41,4.92,12.40,13.21,0.81,11.13,11.07,0.06
-2.00,4.92,12.54,13.35,0.81,11.17,11.05,0.12
-1.66,5.06,12.72,13.52,0.80,11.26,11.22,0.04
-1.19,5.06,13.26,13.69,0.43,11.50,11.19,0.31
0.95,5.27,13.52,14.53,1.01,11.51,11.34,0.17
2.38,5.27,14.23,14.89,0.66,11.58,11.38,0.20
4.00,5.27,14.73,15.24,0.52,11.70,11.46,0.24
7.97,6.11,16.53,17.13,0.60,12.22,11.80,0.41
10.17,6.11,17.37,19.65,2.29,12.38,6.67,5.71
14.16,6.98,18.28,19.82,1.55,12.60,7.40,5.20
17.06,6.98,21.82,17.58,4.24,13.45,12.58,0.87
23.88,9.36,23.18,24.40,1.21,13.88,14.20,0.32
25.64,9.36,26.01,25.16,0.85,15.00,13.13,1.87
26.27,9.36,27.49,24.96,2.52,15.85,12.71,3.15
24.89,9.36,31.68,25.39,6.29,19.49,13.63,5.85
23.97,9.36,33.16,24.53,8.64,20.85,14.15,6.70
32.20,14.02,34.61,31.99,2.62,22.14,13.81,8.33
38.75,14.02,39.29,37.49,1.80,25.64,18.74,6.90
42.31,14.02,40.96,35.21,5.75,26.74,14.24,12.50
44.95,14.02,44.12,32.96,11.17,29.15,10.89,18.27
48.34,14.02,45.80,33.19,12.62,30.62,13.26,17.37
51.98,19.52,50.63,54.68,4.05,37.50,14.69,22.81
53.33,21.44,52.14,60.00,7.87,40.48,18.62,21.86
52.66,21.44,53.41,57.58,4.17,43.89,19.35,24.55
53.31,23.50,54.73,60.54,5.81,47.62,22.30,25.32
53.77,23.50,56.03,61.01,4.98,51.65,22.56,29.09
57.12,26.00,60.08,63.12,3.04,64.28,41.53,22.75
57.31,26.00,61.27,62.50,1.24,68.59,43.01,25.59
60.39,27.56,62.34,57.65,4.69,73.13,73.81,0.67
61.58,27.56,65.06,59.78,5.28,87.08,69.63,17.45
66.11,29.22,65.82,59.69,6.13,91.70,91.76,0.06
67.98,29.22,67.20,65.94,1.26,100.14,83.63,16.51
70.69,30.42,67.64,64.60,3.04,104.05,100.31,3.73
72.70,30.42,68.96,63.52,5.44,113.20,110.28,2.92
73.41,31.83,69.36,60.56,8.80,115.47,123.73,8.26
78.44,31.83,69.84,66.23,3.60,117.13,122.68,5.55
81.05,31.83,70.94,67.99,2.95,120.93,119.17,1.76
79.86,32.42,71.01,67.82,3.18,121.18,121.06,0.12
86.00,32.42,71.10,72.28,1.18,122.11,118.61,3.50
88.91,32.50,71.22,67.47,3.75,122.20,123.56,1.36
84.11,32.50,71.09,75.15,4.06,121.30,115.10,6.20
89.47,32.64,70.93,67.66,3.27,120.76,123.99,3.23
91.41,32.64,70.51,63.67,6.84,120.15,127.40,7.25
86.73,32.64,69.22,73.41,4.19,117.71,119.19,1.48
85.50,32.08,68.85,69.69,0.84,116.20,119.01,2.81
89.61,32.08,67.15,61.71,5.43,113.30,126.18,12.88
83.52,31.47,66.25,66.31,0.06,111.33,118.58,7.25
84.91,31.47,62.35,64.74,2.39,102.83,120.30,17.47
84.11,30.17,60.75,57.89,2.86,98.72,111.86,13.14
83.56,30.17,58.96,57.59,1.37,94.29,112.08,17.80
84.09,30.17,53.18,57.88,4.70,80.44,111.86,31.42
85.39,26.84,51.30,46.28,5.01,75.36,99.58,24.23
84.81,26.84,47.51,46.78,0.73,66.39,101.89,35.50
84.19,24.36,45.70,40.57,5.12,62.46,83.57,21.12
82.78,24.36,40.82,41.02,0.20,53.49,85.08,31.59
77.22,21.78,39.48,39.08,0.40,50.57,72.72,22.15
76.23,21.78,37.99,39.56,1.57,47.99,72.94,24.95
73.80,21.78,33.69,41.43,7.74,39.69,75.95,36.26
63.67,19.55,32.42,63.33,30.91,36.59,12.90,23.69
58.22,19.55,29.75,52.76,23.01,30.80,12.95,17.85
49.30,16.30,28.30,35.38,7.08,28.03,11.04,16.99
42.02,16.30,23.63,39.57,15.93,21.83,18.13,3.69
26.14,12.33,22.26,26.65,4.40,20.49,20.66,0.17
22.97,12.33,20.96,28.33,7.37,19.47,16.66,2.81
21.47,12.33,17.07,27.57,10.50,18.22,16.00,2.22
23.77,9.19,16.11,23.99,7.88,17.86,14.09,3.77
25.48,9.19,14.83,24.76,9.93,17.14,12.98,4.16
25.77,8.16,14.42,19.74,5.32,16.78,12.45,4.33
25.97,8.16,13.86,19.52,5.66,15.72,12.45,3.27
23.53,7.50,13.87,17.09,3.23,15.34,13.84,1.51
23.42,7.50,13.92,17.08,3.15,14.95,13.86,1.09
23.05,7.50,13.96,17.03,3.06,14.66,13.95,0.71
21.44,6.73,14.02,15.21,1.19,14.35,13.23,1.13
21.14,6.73,14.01,15.15,1.14,13.88,13.24,0.64
19.70,6.25,14.01,15.71,1.70,13.77,13.73,0.04
18.28,6.25,13.89,16.42,2.53,13.56,12.18,1.38
17.22,6.08,13.80,17.16,3.36,13.47,10.56,2.90
16.67,6.08,13.54,17.40,3.87,13.12,9.90,3.22
16.08,6.08,13.49,17.62,4.13,12.91,9.19,3.71
14.55,5.56,13.38,19.45,6.07,12.68,5.35,7.33
14.08,5.56,13.11,19.50,6.39,12.11,4.95,7.16
12.97,5.14,12.97,20.80,7.83,11.94,3.11,8.82
13.11,5.14,12.70,20.82,8.12,11.70,3.20,8.50
11.83,4.45,12.57,11.74,0.83,11.58,12.54,0.95
11.36,4.45,12.20,11.54,0.66,11.54,12.57,1.03
11.55,4.45,12.04,11.59,0.45,11.53,12.58,1.05
11.72,4.00,11.90,11.68,0.22,11.55,12.84,1.29
12.22,4.00,11.72,12.02,0.30,11.47,12.68,1.21
12.31,4.00,11.69,12.11,0.41,11.45,12.63,1.18
12.42,4.00,11.76,12.22,0.46,11.39,12.57,1.18
13.17,3.88,11.76,13.78,2.02,11.41,10.61,0.79
13.62,3.88,11.96,14.33,2.36,11.57,10.11,1.46
14.23,3.88,12.21,14.70,2.48,11.57,9.94,1.62
17.16,3.94,12.55,15.15,2.61,11.59,10.09,1.50
19.73,3.94,13.71,14.15,0.44,12.13,11.17,0.96
23.39,4.25,14.14,12.25,1.88,12.41,14.84,2.42
26.28,4.25,15.11,10.10,5.02,13.10,13.69,0.59
25.75,5.28,15.50,13.47,2.03,13.67,16.31,2.64
24.92,5.28,16.03,13.64,2.39,16.50,16.69,0.19
22.95,5.28,16.04,14.07,1.97,17.98,16.98,1.00
30.91,6.64,15.97,18.54,2.57,20.01,11.98,8.03
33.86,6.64,15.71,18.15,2.44,28.80,11.43,17.37
44.34,8.06,15.58,16.11,0.52,32.84,29.26,3.58
49.47,8.06,15.42,14.42,0.99,42.34,31.05,11.29
59.95,10.62,15.37,14.96,0.42,47.55,67.89,20.33
62.72,10.62,15.28,13.60,1.68,64.08,69.84,5.76
65.42,10.62,15.26,12.73,2.53,69.52,72.72,3.21
70.12,12.55,15.23,14.01,1.22,74.74,88.67,13.93
73.27,12.55,15.01,15.60,0.59,88.50,99.83,11.33
75.78,13.06,14.92,15.82,0.90,92.43,102.53,10.10
76.83,13.06,14.80,16.51,1.72,99.90,108.26,8.36
80.08,13.55,14.80,16.76,1.96,103.03,116.91,13.88
81.00,13.55,14.77,16.84,2.07,110.77,119.81,9.04
82.88,14.02,14.88,16.02,1.13,112.99,120.14,7.14
83.66,14.02,15.01,16.35,1.34,115.09,121.45,6.37
86.31,14.66,15.44,16.25,0.81,120.30,126.06,5.77
85.69,14.66,15.64,15.98,0.34,121.78,125.12,3.33
88.89,14.66,16.12,16.06,0.06,124.69,128.56,3.87
101.42,15.62,16.39,16.03,0.36,126.01,133.56,7.55
96.69,15.62,17.25,16.67,0.58,129.66,133.47,3.81
107.20,16.22,17.56,15.31,2.25,130.87,133.83,2.96
110.48,16.22,17.83,14.43,3.40,132.00,132.24,0.24
104.66,17.05,18.11,18.33,0.21,133.11,135.33,2.23
122.00,17.05,18.40,17.36,1.04,134.18,137.49,3.31
124.62,17.05,19.28,17.36,1.93,136.51,138.67,2.16
124.53,17.98,19.94,19.65,0.29,138.08,138.90,0.82
132.45,17.98,20.15,19.86,0.28,138.38,142.82,4.44
113.61,18.14,20.61,19.60,1.01,138.70,138.49,0.21
123.86,18.14,20.61,19.96,0.65,138.75,138.45,0.30
136.56,18.30,20.64,20.48,0.16,138.66,144.39,5.73
127.70,18.30,20.29,20.52,0.23,138.31,140.57,2.26
128.22,18.30,20.05,20.55,0.50,137.92,140.83,2.91
134.50,17.55,19.67,17.64,2.03,137.25,141.58,4.32
127.62,17.55,18.42,18.77,0.35,135.11,140.47,5.36
111.66,16.84,17.95,16.72,1.23,134.14,137.13,2.98
112.39,16.84,16.88,16.68,0.21,131.69,136.79,5.10
100.22,15.75,16.43,17.15,0.72,130.14,136.79,6.65
96.12,15.75,15.23,16.67,1.44,124.84,132.07,7.23
94.03,15.75,14.88,16.57,1.69,121.92,128.99,7.07
92.39,14.00,14.31,11.26,3.06,113.83,117.71,3.89
89.41,14.00,14.10,15.20,1.10,108.94,122.04,13.11
81.06,12.59,13.81,13.18,0.64,90.97,107.79,16.82
76.44,12.59,13.75,17.15,3.41,83.90,110.69,26.79
65.67,10.86,13.68,12.91,0.77,76.71,73.58,3.13
60.36,10.86,13.69,15.00,1.31,57.94,69.64,11.69
57.45,10.86,13.66,16.66,3.01,52.79,50.52,2.26
53.73,10.86,13.67,21.55,7.89,43.89,32.66,11.23
52.61,10.86,13.67,23.08,9.40,40.52,25.26,15.26
47.59,7.70,13.86,14.85,0.99,33.67,32.92,0.75
44.53,7.70,13.90,13.88,0.02,31.93,35.97,4.04
42.38,7.70,13.97,18.14,4.17,30.30,16.87,13.43
37.17,6.48,14.06,19.20,5.14,25.89,8.05,17.84
34.38,6.48,14.03,17.55,3.52,24.69,11.30,13.40
30.61,5.86,13.97,15.10,1.13,23.48,12.94,10.54
26.66,5.86,13.79,16.24,2.45,20.27,13.71,6.56
24.19,4.81,13.68,12.71,0.97,19.32,17.13,2.18
25.67,4.81,13.52,13.03,0.49,18.55,15.32,3.23
26.39,4.81,13.40,13.16,0.24,17.86,14.41,3.44
27.42,4.14,13.28,10.18,3.11,17.32,12.70,4.62
27.59,4.14,12.99,10.21,2.78,16.16,12.62,3.54
27.53,4.06,12.90,10.13,2.76,15.88,12.33,3.55
26.34,4.06,12.71,9.96,2.75,15.70,12.76,2.94
23.72,4.02,12.26,10.41,1.85,15.16,13.12,2.04
22.33,4.02,12.13,11.77,0.36,14.93,13.20,1.73
21.36,4.02,11.95,12.83,0.88,14.71,12.75,1.97
20.39,4.02,11.58,13.62,2.04,14.14,12.09,2.06
18.92,4.02,11.58,14.75,3.17,13.84,11.17,2.67
14.22,3.84,11.82,14.70,2.88,13.11,9.86,3.25
12.53,3.84,11.97,12.94,0.97,12.73,11.40,1.33
9.53,3.84,12.66,11.16,1.50,11.96,12.78,0.82
1.25,4.45,12.96,13.50,0.54,11.66,10.92,0.75
0.50,4.45,13.26,13.32,0.07,11.46,10.88,0.58
0.30,5.14,14.08,14.25,0.17,11.11,11.21,0.10
0.42,5.14,14.31,14.29,0.03,11.11,11.21,0.11
0.91,5.86,14.79,15.22,0.43,11.05,11.24,0.18
0.95,5.86,15.03,15.23,0.20,11.02,11.24,0.22
0.45,6.08,15.65,15.66,0.01,11.00,10.79,0.21
0.03,6.08,15.70,15.70,0.00,11.05,10.72,0.33
1.16,6.22,15.79,16.04,0.26,11.07,10.68,0.39
1.03,6.22,15.80,16.03,0.23,11.21,10.65,0.55
1.73,6.22,15.79,16.15,0.36,11.29,10.77,0.52
3.62,5.97,15.84,15.95,0.11,11.62,11.50,0.11
3.88,5.97,15.91,16.00,0.09,11.84,11.55,0.29
7.58,5.66,16.39,16.07,0.31,12.71,11.93,0.78
12.84,5.66,16.57,19.38,2.80,13.09,4.27,8.81
19.97,5.64,16.71,17.25,0.54,13.52,12.62,0.90
21.27,5.64,17.09,16.82,0.26,15.39,14.12,1.26
21.02,5.64,17.17,16.95,0.22,16.09,13.82,2.27
19.17,6.27,17.22,15.88,1.34,17.81,13.23,4.58
19.70,6.27,17.19,15.68,1.51,18.97,13.76,5.21
22.75,7.05,17.23,16.07,1.16,23.80,13.29,10.51
25.02,7.05,17.39,15.88,1.51,25.79,12.13,13.66
37.19,8.34,17.52,20.94,3.42,28.03,13.75,14.29
40.39,8.34,17.69,21.42,3.74,30.60,13.13,17.46
43.16,8.34,17.87,19.81,1.94,33.46,14.29,19.18
53.09,11.45,18.51,25.35,6.84,43.47,18.26,25.21
55.52,11.45,18.81,20.27,1.45,47.02,35.57,11.45
60.64,13.11,19.11,25.15,6.03,50.51,41.68,8.84
62.19,13.11,19.44,24.05,4.60,53.97,43.68,10.29
66.38,14.83,19.77,24.64,4.87,57.55,47.86,9.69
68.39,14.83,20.79,22.80,2.01,68.18,52.38,15.80
69.91,14.83,22.15,21.22,0.93,78.56,55.56,23.00
74.61,17.08,22.61,23.69,1.08,82.41,70.74,11.66
76.59,17.08,23.49,22.48,1.01,90.70,76.95,13.75
79.11,18.28,23.91,26.08,2.17,94.96,87.18,7.78
80.98,18.28,25.64,25.12,0.52,107.84,95.79,12.05
90.64,19.75,26.23,28.58,2.35,112.08,126.53,14.45
94.38,19.75,27.28,26.27,1.00,119.09,124.93,5.84
92.56,19.75,27.73,27.65,0.08,122.17,127.37,5.20
103.94,21.81,29.22,29.46,0.25,129.28,127.53,1.75
110.70,21.81,29.65,28.27,1.38,130.98,131.55,0.57
113.62,22.03,30.30,27.99,2.31,133.85,133.13,0.72
108.00,22.03,30.61,29.60,1.01,135.07,131.63,3.43
123.61,22.80,31.53,29.59,1.94,138.31,140.39,2.08
120.33,22.80,31.82,29.25,2.57,139.23,138.19,1.04
117.84,22.80,32.12,29.12,3.00,140.12,137.19,2.94
129.55,23.75,33.02,31.57,1.45,142.39,142.99,0.59
123.52,23.75,33.23,31.20,2.03,142.96,140.25,2.71
109.78,24.39,33.63,34.62,1.00,144.09,138.44,5.65
138.14,24.39,33.89,33.41,0.48,144.46,147.83,3.36
131.67,24.78,34.34,33.39,0.95,145.16,143.49,1.68
132.83,24.78,34.45,33.40,1.05,145.28,143.69,1.59
136.92,24.83,34.43,33.88,0.54,145.34,146.37,1.03
126.59,24.83,33.93,33.66,0.27,144.61,143.85,0.76
136.48,24.75,33.56,33.73,0.16,144.01,146.19,2.18
137.00,24.75,31.98,33.78,1.80,141.74,146.53,4.79
123.47,23.47,31.05,30.54,0.50,140.41,139.32,1.08
121.70,23.47,27.77,30.59,2.82,135.64,139.35,3.72
114.69,19.91,26.52,23.59,2.93,133.49,137.36,3.87
101.08,19.91,25.32,24.05,1.27,131.28,127.82,3.46
100.84,19.91,22.32,24.07,1.75,124.47,127.55,3.07
94.06,17.12,21.68,17.38,4.30,121.95,121.92,0.03
93.06,17.12,20.51,17.81,2.70,114.91,118.62,3.71
93.08,17.12,20.00,17.80,2.20,111.01,118.67,7.66
85.86,15.50,19.26,15.51,3.75,99.01,108.42,9.41
82.50,15.50,19.01,15.62,3.39,94.69,93.33,1.36
81.88,15.50,18.76,15.73,3.03,90.00,89.22,0.77
78.20,15.50,18.29,16.99,1.30,75.34,78.16,2.81
75.70,15.50,18.21,18.78,0.57,70.67,70.67,0.00
61.78,12.48,18.08,15.75,2.32,61.08,57.96,3.11
57.03,12.48,17.95,29.12,11.17,56.46,16.89,39.57
54.03,12.48,17.80,34.72,16.92,43.39,10.36,33.03
45.00,10.09,17.77,27.08,9.31,39.60,12.56,27.05
41.39,10.09,17.73,22.04,4.31,36.22,11.19,25.03
35.41,9.03,17.40,19.55,2.15,28.27,12.50,15.77
31.03,9.03,17.25,22.46,5.21,26.15,10.67,15.48
24.88,7.28,16.99,16.60,0.38,22.62,12.48,10.14
27.03,7.28,16.86,16.49,0.37,21.12,11.46,9.66
27.52,7.28,16.32,16.80,0.47,17.71,11.56,6.15
26.45,6.12,16.18,17.20,1.03,16.94,13.61,3.33
25.58,6.12,15.99,17.24,1.25,16.34,14.08,2.26
24.39,5.92,15.42,16.71,1.29,15.30,14.71,0.60
22.41,5.92,15.22,17.06,1.84,15.09,14.72,0.37
18.80,5.75,14.78,17.42,2.64,14.73,11.58,3.15
17.30,5.75,14.56,17.74,3.18,14.58,9.94,4.64
15.47,5.75,13.74,18.57,4.83,13.97,7.40,6.57
10.17,5.34,13.47,16.30,2.84,13.65,9.68,3.96
9.16,5.34,13.24,13.78,0.54,13.37,12.50,0.87
3.97,4.73,12.98,14.46,1.49,12.31,11.20,1.11
2.03,4.73,12.94,14.04,1.11,11.98,11.10,0.89
-2.89,4.20,12.87,12.44,0.43,11.41,10.60,0.81
-4.19,4.20,12.91,12.27,0.64,11.16,10.54,0.62
-4.17,4.20,13.07,12.27,0.80,10.86,10.54,0.32
-6.19,4.11,13.06,12.93,0.13,10.79,10.49,0.30
-6.69,4.11,13.04,13.17,0.14,10.79,10.49,0.31
-7.94,4.03,12.96,13.69,0.73,10.89,10.45,0.44
-7.78,4.03,12.90,13.62,0.71,10.95,10.45,0.51
-8.20,4.05,12.87,13.84,0.97,11.04,10.45,0.59
-7.94,4.05,12.87,13.71,0.84,11.04,10.45,0.59
-8.66,4.05,12.83,13.90,1.07,11.05,10.56,0.49
-8.64,4.14,12.80,13.99,1.18,11.02,10.61,0.42
-8.77,4.14,12.78,14.03,1.25,11.03,10.62,0.41
-8.75,4.17,12.93,14.02,1.09,10.84,10.66,0.18
-9.02,4.17,12.97,14.11,1.15,10.82,10.69,0.13
-8.31,4.20,13.02,13.87,0.85,10.84,10.65,0.19
-8.16,4.20,13.13,13.82,0.69,10.88,10.63,0.25
-7.75,4.20,13.71,13.69,0.02,10.96,10.59,0.36
-5.88,4.64,13.95,13.09,0.85,11.06,10.96,0.10
-4.98,4.64,14.21,12.79,1.41,11.21,10.86,0.34
-2.64,5.16,15.41,13.33,2.08,11.60,11.41,0.19
-0.22,5.16,15.89,14.07,1.82,11.80,11.26,0.54
7.47,6.27,16.97,17.30,0.33,12.10,11.65,0.46
9.44,6.27,17.64,18.72,1.08,12.22,9.32,2.90
10.73,6.27,19.81,19.59,0.22,12.73,6.62,6.10
17.19,7.83,20.59,20.74,0.15,12.89,12.10,0.78
20.69,7.83,21.45,19.75,1.70,12.98,12.90,0.08
24.31,9.23,24.38,24.82,0.45,13.44,13.85,0.41
25.23,9.23,25.52,24.96,0.56,13.65,13.22,0.43
29.31,11.14,27.65,28.65,0.99,14.46,13.23,1.23
30.08,11.14,28.90,28.41,0.49,14.94,12.71,2.23
30.25,11.14,32.97,28.36,4.62,16.68,12.60,4.09
30.34,14.77,34.55,34.67,0.12,17.34,15.72,1.62
32.23,14.77,37.60,32.83,4.76,18.93,14.49,4.44
37.94,16.72,39.20,37.67,1.53,19.70,17.85,1.85
42.14,16.72,44.73,41.48,3.25,21.45,18.13,3.32
49.02,19.22,46.68,47.72,1.04,21.99,14.55,7.44
49.83,19.22,48.45,48.58,0.14,22.81,15.00,7.81
50.94,19.22,53.26,50.63,2.63,25.78,15.23,10.54
51.31,19.22,54.87,51.85,3.02,27.01,14.84,12.18
51.45,19.22,57.83,52.25,5.58,29.91,14.69,15.22
53.56,23.52,59.13,60.71,1.58,31.58,22.56,9.02
53.86,23.52,62.99,61.16,1.83,37.07,22.61,14.46
54.22,23.52,64.39,61.70,2.70,39.00,22.43,16.57
55.94,25.77,65.82,65.10,0.71,40.76,33.98,6.78
58.62,25.77,69.61,61.78,7.83,46.96,42.92,4.04
61.19,27.02,70.94,61.06,9.88,49.10,60.35,11.24
61.66,27.02,73.36,62.22,11.14,53.69,58.90,5.21
64.91,28.48,74.39,62.64,11.75,56.18,78.26,22.08
65.69,28.48,77.25,64.50,12.75,64.81,76.00,11.19
65.34,28.48,78.02,63.75,14.27,68.26,76.86,8.61
68.98,29.98,78.72,63.07,15.65,71.86,96.01,24.15
69.30,29.98,80.37,64.25,16.12,82.15,94.80,12.66
76.97,31.42,80.87,65.23,15.65,85.54,122.20,36.66
77.38,31.42,81.67,65.09,16.57,92.09,122.84,30.75
79.08,32.17,82.17,66.57,15.60,94.98,122.19,27.21
79.78,32.17,82.92,67.67,15.25,102.32,121.51,19.19
80.25,32.17,83.17,68.78,14.39,104.19,120.70,16.52
83.17,32.94,83.47,77.02,6.44,105.92,116.17,10.25
84.20,32.94,83.95,78.43,5.52,110.32,115.08,4.76
84.34,33.19,83.98,78.69,5.29,111.53,116.88,5.35
85.02,33.19,83.99,79.13,4.87,113.40,116.63,3.23
89.70,33.27,83.95,73.46,10.49,114.03,122.06,8.02
85.25,33.27,83.90,79.31,4.59,115.39,117.16,1.77
86.47,33.27,83.85,78.95,4.90,115.68,118.26,2.58
87.94,33.27,83.84,76.95,6.88,115.79,119.50,3.71
88.72,33.27,83.76,75.50,8.26,115.80,120.34,4.54
87.62,33.30,83.78,77.74,6.04,115.62,119.39,3.77
89.03,33.30,83.17,75.17,8.00,114.08,120.74,6.66
87.31,33.03,82.86,76.04,6.82,113.10,118.91,5.81
84.56,33.03,82.35,78.75,3.60,111.83,115.60,3.76
86.55,32.16,79.03,69.06,9.97,104.99,120.77,15.78
85.42,32.16,77.41,70.51,6.90,101.78,118.53,16.75
84.83,32.16,73.08,71.24,1.84,94.70,117.34,22.64
82.92,29.11,70.37,55.27,15.10,90.76,111.88,21.11
82.23,29.11,60.68,54.52,6.17,78.49,111.50,33.01
80.58,26.34,57.37,49.45,7.92,74.50,108.47,33.97
81.61,26.34,54.28,48.32,5.96,70.84,107.50,36.65
78.91,22.81,45.75,40.48,5.27,61.00,77.01,16.02
79.31,22.81,43.26,40.27,2.99,58.33,76.91,18.59
77.25,22.81,38.98,41.76,2.79,53.46,78.53,25.07
71.72,20.16,37.24,38.07,0.83,51.53,61.60,10.07
69.25,20.16,32.71,37.44,4.73,45.65,49.16,3.51
64.89,18.61,31.30,62.22,30.92,43.91,14.95,28.95
62.17,18.61,29.95,59.25,29.30,42.15,11.17,30.98
53.22,15.84,28.93,37.92,8.99,40.09,14.65,25.44
49.95,15.84,27.92,36.08,8.15,37.91,13.08,24.83
47.23,15.84,25.38,34.82,9.43,31.68,10.58,21.10
33.92,12.67,24.48,30.68,6.20,29.65,12.46,17.18
28.42,12.67,23.57,28.48,4.90,27.86,17.95,9.90
23.81,10.39,21.14,25.01,3.87,23.01,16.17,6.84
22.41,10.39,20.22,23.66,3.43,21.98,16.25,5.73
20.66,8.78,18.28,21.95,3.68,20.20,13.25,6.95
21.19,8.78,17.25,21.87,4.62,19.62,13.34,6.28
22.73,8.78,14.59,22.16,7.57,18.29,13.96,4.33
24.67,7.14,13.82,16.22,2.40,18.00,12.49,5.51
22.97,7.14,12.40,16.32,3.93,17.38,13.38,4.00
20.55,6.44,11.81,15.47,3.66,17.04,13.84,3.20
20.06,6.44,10.75,15.40,4.65,16.08,13.87,2.21
15.47,5.58,10.57,19.04,8.46,15.73,6.71,9.03
14.84,5.58,10.54,19.28,8.74,15.38,5.83,9.54
14.58,5.58,10.68,19.40,8.72,14.39,5.45,8.94
11.97,4.97,10.74,20.35,9.61,14.06,3.88,10.18
11.78,4.97,10.84,19.60,8.76,13.46,4.70,8.76
10.95,4.66,10.78,12.29,1.51,13.27,11.61,1.66
9.84,4.66,10.54,11.32,0.78,12.62,12.77,0.15
9.25,4.27,10.40,11.05,0.64,12.43,12.53,0.10
9.03,4.27,10.37,10.99,0.62,12.18,12.52,0.33
8.61,4.27,10.19,10.89,0.70,11.82,12.49,0.67
8.67,4.06,10.20,10.92,0.73,11.72,12.60,0.88
8.83,4.06,10.28,10.96,0.68,11.51,12.61,1.10
7.95,3.97,10.22,10.76,0.54,11.50,12.61,1.10
8.36,3.97,10.11,10.86,0.74,11.45,12.63,1.18
8.55,3.80,10.06,10.92,0.86,11.43,12.74,1.31
9.67,3.80,10.01,11.20,1.18,11.44,12.81,1.37
12.30,3.19,9.70,14.69,4.99,11.59,6.76,4.83
13.31,3.19,9.64,15.43,5.79,11.61,6.17,5.44
14.50,2.89,9.48,14.88,5.39,11.71,4.49,7.22
14.97,2.89,9.42,15.22,5.80,11.78,4.34,7.44
15.73,2.81,9.26,16.15,6.89,11.88,4.27,7.61
16.23,2.81,9.27,16.66,7.39,11.89,4.38,7.51
17.28,2.92,9.26,16.69,7.43,11.90,4.97,6.93
17.67,2.92,9.26,16.38,7.13,12.05,5.27,6.78
18.28,2.92,9.32,15.90,6.58,12.07,5.74,6.33
20.44,2.95,9.50,15.07,5.57,12.16,6.67,5.48
22.14,2.95,9.68,14.84,5.15,12.20,7.04,5.16
27.44,3.14,10.46,14.51,4.05,12.37,8.06,4.31
28.55,3.61,10.88,12.28,1.41,12.49,8.98,3.50
28.06,3.61,11.23,12.45,1.22,12.72,8.97,3.75
25.19,4.33,12.46,11.66,0.79,13.82,14.61,0.80
27.05,4.33,12.77,10.34,2.42,14.47,13.67,0.81
35.94,5.62,13.15,17.49,4.34,16.36,8.40,7.96
39.22,5.62,13.32,19.19,5.88,17.48,6.50,10.98
41.00,5.62,13.39,18.70,5.31,21.84,6.47,15.37
50.23,7.38,13.32,19.10,5.78,23.78,7.85,15.93
53.80,7.38,13.19,19.07,5.87,25.97,11.06,14.92
59.52,8.70,12.94,17.71,4.77,34.38,56.08,21.70
62.92,8.70,12.88,18.12,5.24,37.93,57.27,19.34
70.48,10.28,12.77,14.89,2.12,46.29,99.47,53.18
72.92,10.28,12.75,19.06,6.30,50.95,109.35,58.40
74.72,10.28,12.79,18.93,6.13,67.15,107.41,40.26
81.69,11.95,12.86,11.96,0.90,73.09,118.76,45.67
84.02,11.95,13.11,15.73,2.62,84.84,118.91,34.07
88.19,13.00,13.21,12.34,0.87,90.80,118.49,27.69
